id,type,role,section,act,label,name,number
statute:S.437 (7),Statute,,437 (7),,S.437 (7),,
statute:S.167(1),Statute,,167(1),,S.167(1),,
statute:S.5 the Official Secrets Act,Statute,,5,the Official Secrets Act,S.5 the Official Secrets Act,,
caseno:456/1977,CaseNumber,,,,,,456/1977
caseno:457/1977,CaseNumber,,,,,,457/1977
caseno:474/1977,CaseNumber,,,,,,474/1977
0000534347,Case,candidate,,,,,
statute:S.35 the Central Excise and Salt Act,Statute,,35,the Central Excise and Salt Act,S.35 the Central Excise and Salt Act,,
statute:S.2729,Statute,,2729,,S.2729,,
caseno:934/1972,CaseNumber,,,,,,934/1972
caseno:2729/1982,CaseNumber,,,,,,2729/1982
caseno:2730/1982,CaseNumber,,,,,,2730/1982
caseno:162/1982,CaseNumber,,,,,,162/1982
caseno:310/1972,CaseNumber,,,,,,310/1972
caseno:764/1972,CaseNumber,,,,,,764/1972
0000534445,Case,candidate,,,,,
statute:S.14 the Religious Endowments Act,Statute,,14,the Religious Endowments Act,S.14 the Religious Endowments Act,,
statute:S.7 the Religious Endowments Act,Statute,,7,the Religious Endowments Act,S.7 the Religious Endowments Act,,
statute:S.3 the Religious Endowments Act,Statute,,3,the Religious Endowments Act,S.3 the Religious Endowments Act,,
0000534552,Case,candidate,,,,,
statute:S.3782,Statute,,3782,,S.3782,,
0000535729,Case,candidate,,,,,
statute:S.180 the Act,Statute,,180,the Act,S.180 the Act,,
statute:S.79 the Evidence Act,Statute,,79,the Evidence Act,S.79 the Evidence Act,,
statute:S.4 the Evidence Act,Statute,,4,the Evidence Act,S.4 the Evidence Act,,
statute:S.804,Statute,,804,,S.804,,
statute:S.145(1),Statute,,145(1),,S.145(1),,
statute:S.145(6),Statute,,145(6),,S.145(6),,
0000536981,Case,candidate,,,,,
statute:S.12 the Estate Duty Act 1953,Statute,,12,the Estate Duty Act 1953,S.12 the Estate Duty Act 1953,,
statute:S.1770,Statute,,1770,,S.1770,,
caseno:2/1966,CaseNumber,,,,,,2/1966
caseno:1/1966,CaseNumber,,,,,,1/1966
caseno:474/1973,CaseNumber,,,,,,474/1973
caseno:1770/1970,CaseNumber,,,,,,1770/1970
0000537036,Case,candidate,,,,,
0000537600,Case,candidate,,,,,
caseno:562/1965,CaseNumber,,,,,,562/1965
0000537647,Case,candidate,,,,,
statute:S.325A,Statute,,325A,,S.325A,,
statute:S.8 the Bills of Sale Act,Statute,,8,the Bills of Sale Act,S.8 the Bills of Sale Act,,
caseno:1280/1900,CaseNumber,,,,,,1280/1900
caseno:614/1900,CaseNumber,,,,,,614/1900
caseno:2439/1902,CaseNumber,,,,,,2439/1902
caseno:634/1901,CaseNumber,,,,,,634/1901
0000537770,Case,candidate,,,,,
statute:S.15 that Act,Statute,,15,that Act,S.15 that Act,,
caseno:1983/1945,CaseNumber,,,,,,1983/1945
caseno:965/1944,CaseNumber,,,,,,965/1944
caseno:109/1946,CaseNumber,,,,,,109/1946
0000538131,Case,candidate,,,,,
0000539360,Case,candidate,,,,,
statute:S.144A(2),Statute,,144A(2),,S.144A(2),,
statute:S.144D,Statute,,144D,,S.144D,,
caseno:3/1974,CaseNumber,,,,,,3/1974
0000539447,Case,candidate,,,,,
statute:S.25(1) the Customs Act,Statute,,25(1),the Customs Act,S.25(1) the Customs Act,,
statute:S.3 the above mentioned Act,Statute,,3,the above mentioned Act,S.3 the above mentioned Act,,
statute:S.25 the Customs Act,Statute,,25,the Customs Act,S.25 the Customs Act,,
statute:S.159 the Customs Act,Statute,,159,the Customs Act,S.159 the Customs Act,,
statute:S.159 Customs Act,Statute,,159,Customs Act,S.159 Customs Act,,
statute:S.10 the Kerala General Sales Tax Act,Statute,,10,the Kerala General Sales Tax Act,S.10 the Kerala General Sales Tax Act,,
caseno:960/1983,CaseNumber,,,,,,960/1983
0000540215,Case,candidate,,,,,
statute:S.121 the Act,Statute,,121,the Act,S.121 the Act,,
0000540227,Case,candidate,,,,,
0000540241,Case,candidate,,,,,
0000540264,Case,candidate,,,,,
0000541216,Case,candidate,,,,,
statute:S.3 (1975),Statute,,3 (1975),,S.3 (1975),,
statute:S.1967 (3),Statute,,1967 (3),,S.1967 (3),,
0000541801,Case,candidate,,,,,
"statute:S.2(13) the Bombay Sales Tax Act, 1959",Statute,,2(13),"the Bombay Sales Tax Act, 1959","S.2(13) the Bombay Sales Tax Act, 1959",,
"statute:S.2 the Bombay Sales Tax Act, 1959",Statute,,2,"the Bombay Sales Tax Act, 1959","S.2 the Bombay Sales Tax Act, 1959",,
caseno:29/1969,CaseNumber,,,,,,29/1969
caseno:1878/1967,CaseNumber,,,,,,1878/1967
caseno:722/1965,CaseNumber,,,,,,722/1965
0000541991,Case,candidate,,,,,
"statute:S.64 the Motor Vehicles Act, 1939",Statute,,64,"the Motor Vehicles Act, 1939","S.64 the Motor Vehicles Act, 1939",,
statute:S.57(8) the Act,Statute,,57(8),the Act,S.57(8) the Act,,
statute:S.57(8),Statute,,57(8),,S.57(8),,
caseno:116/1968,CaseNumber,,,,,,116/1968
0000543934,Case,candidate,,,,,
caseno:742/1965,CaseNumber,,,,,,742/1965
0000544776,Case,candidate,,,,,
"statute:S.51 the Railway Clauses Consolidation Act, 1845",Statute,,51,"the Railway Clauses Consolidation Act, 1845","S.51 the Railway Clauses Consolidation Act, 1845",,
statute:S.7 the Bombay General Clauses Act,Statute,,7,the Bombay General Clauses Act,S.7 the Bombay General Clauses Act,,
caseno:49/1961,CaseNumber,,,,,,49/1961
caseno:320/1959,CaseNumber,,,,,,320/1959
0000544869,Case,candidate,,,,,
caseno:145/1955,CaseNumber,,,,,,145/1955
0000545621,Case,candidate,,,,,
0000546415,Case,candidate,,,,,
statute:S.1082,Statute,,1082,,S.1082,,
statute:S.240(2),Statute,,240(2),,S.240(2),,
statute:S.240 (1),Statute,,240 (1),,S.240 (1),,
"statute:S.240 (3) the Government of India Act, 1935",Statute,,240 (3),"the Government of India Act, 1935","S.240 (3) the Government of India Act, 1935",,
caseno:353/1957,CaseNumber,,,,,,353/1957
caseno:685/1954,CaseNumber,,,,,,685/1954
caseno:273/213/1953,CaseNumber,,,,,,273/213/1953
caseno:213/1953,CaseNumber,,,,,,213/1953
0000547228,Case,candidate,,,,,
caseno:1399/1966,CaseNumber,,,,,,1399/1966
caseno:62/1958,CaseNumber,,,,,,62/1958
caseno:5707/1955,CaseNumber,,,,,,5707/1955
0000547310,Case,candidate,,,,,
statute:S.282(2) the Act,Statute,,282(2),the Act,S.282(2) the Act,,
statute:S.148(2) the Act,Statute,,148(2),the Act,S.148(2) the Act,,
statute:S.127(1) the Act,Statute,,127(1),the Act,S.127(1) the Act,,
statute:S.127(1),Statute,,127(1),,S.127(1),,
statute:S.34 the old Act,Statute,,34,the old Act,S.34 the old Act,,
statute:S.2 the Interpretation Act,Statute,,2,the Interpretation Act,S.2 the Interpretation Act,,
statute:S.2(11) the Act,Statute,,2(11),the Act,S.2(11) the Act,,
statute:S.14(2) the Arbitration Act,Statute,,14(2),the Arbitration Act,S.14(2) the Arbitration Act,,
statute:S.7A the Act,Statute,,7A,the Act,S.7A the Act,,
caseno:6655/1991,CaseNumber,,,,,,6655/1991
caseno:1318/1991,CaseNumber,,,,,,1318/1991
caseno:1335/1991,CaseNumber,,,,,,1335/1991
caseno:781/1989,CaseNumber,,,,,,781/1989
caseno:11/1972,CaseNumber,,,,,,11/1972
caseno:400/1961,CaseNumber,,,,,,400/1961
0000547717,Case,candidate,,,,,
"statute:S.18(6) the Madhya Pradesh General Sales Tax Act, 1958",Statute,,18(6),"the Madhya Pradesh General Sales Tax Act, 1958","S.18(6) the Madhya Pradesh General Sales Tax Act, 1958",,
statute:S.3 the Travancore General Sales Tax Act,Statute,,3,the Travancore General Sales Tax Act,S.3 the Travancore General Sales Tax Act,,
caseno:2011/1966,CaseNumber,,,,,,2011/1966
caseno:169/1965,CaseNumber,,,,,,169/1965
0000547832,Case,candidate,,,,,
caseno:17/1975,CaseNumber,,,,,,17/1975
0000548410,Case,candidate,,,,,
0000548774,Case,candidate,,,,,
0000549062,Case,candidate,,,,,
statute:S.4M,Statute,,4M,,S.4M,,
statute:S.3(3) the Imports and Exports Control Act,Statute,,3(3),the Imports and Exports Control Act,S.3(3) the Imports and Exports Control Act,,
statute:S.7 the Post Office Act,Statute,,7,the Post Office Act,S.7 the Post Office Act,,
statute:S.157 (3),Statute,,157 (3),,S.157 (3),,
caseno:22/1984,CaseNumber,,,,,,22/1984
caseno:274/1984,CaseNumber,,,,,,274/1984
caseno:17128/1983,CaseNumber,,,,,,17128/1983
caseno:2855/1983,CaseNumber,,,,,,2855/1983
caseno:9/1978,CaseNumber,,,,,,9/1978
caseno:3/1978,CaseNumber,,,,,,3/1978
0000549509,Case,candidate,,,,,
0000549957,Case,candidate,,,,,
statute:S.91 the Indian Evidence Act,Statute,,91,the Indian Evidence Act,S.91 the Indian Evidence Act,,
caseno:21/1881,CaseNumber,,,,,,21/1881
caseno:11/1918,CaseNumber,,,,,,11/1918
0000549959,Case,candidate,,,,,
0000551443,Case,candidate,,,,,
statute:S.240(2) the Constitution Act,Statute,,240(2),the Constitution Act,S.240(2) the Constitution Act,,
statute:S.205(1) the Constitution Act,Statute,,205(1),the Constitution Act,S.205(1) the Constitution Act,,
statute:S.240(5) the Constitution Act,Statute,,240(5),the Constitution Act,S.240(5) the Constitution Act,,
statute:S.205 the Constitution Act,Statute,,205,the Constitution Act,S.205 the Constitution Act,,
"statute:S.96B the Government of India Act, 1915",Statute,,96B,"the Government of India Act, 1915","S.96B the Government of India Act, 1915",,
statute:S.292 the Constitution Act it is expressly provided that all the law in force in British India immediately before the commencement of Part III of the Act,Statute,,292,the Constitution Act it is expressly provided that all the law in force in British India immediately before the commencement of Part III of the Act,S.292 the Constitution Act it is expressly provided that all the law in force in British India immediately before the commencement of Part III of the Act,,
statute:S.240(1),Statute,,240(1),,S.240(1),,
statute:S.240(1) the Constitution Act,Statute,,240(1),the Constitution Act,S.240(1) the Constitution Act,,
"statute:S.2 the Government of India Act, 1985",Statute,,2,"the Government of India Act, 1985","S.2 the Government of India Act, 1985",,
"statute:S.2(1) the Government of India Act, 1935",Statute,,2(1),"the Government of India Act, 1935","S.2(1) the Government of India Act, 1935",,
statute:S.24O the Constitution Act,Statute,,24O,the Constitution Act,S.24O the Constitution Act,,
0000551517,Case,candidate,,,,,
0000552061,Case,candidate,,,,,
statute:S.93(2),Statute,,93(2),,S.93(2),,
0000553290,Case,candidate,,,,,
statute:S.295A,Statute,,295A,,S.295A,,
caseno:252/1956,CaseNumber,,,,,,252/1956
0000553711,Case,candidate,,,,,
"statute:S.12 (3) the West Bengal Premises Rent Control Act, 1948",Statute,,12 (3),"the West Bengal Premises Rent Control Act, 1948","S.12 (3) the West Bengal Premises Rent Control Act, 1948",,
"statute:S.11 the West Bengal Premises Rent Control Act, 1948",Statute,,11,"the West Bengal Premises Rent Control Act, 1948","S.11 the West Bengal Premises Rent Control Act, 1948",,
statute:S.43 the last mentioned Act,Statute,,43,the last mentioned Act,S.43 the last mentioned Act,,
statute:S.41 the Presidency Small Cause Courts Act,Statute,,41,the Presidency Small Cause Courts Act,S.41 the Presidency Small Cause Courts Act,,
statute:S.18(1) the last mentioned Act,Statute,,18(1),the last mentioned Act,S.18(1) the last mentioned Act,,
statute:S.43 the Presidency Small Cause Courts Act,Statute,,43,the Presidency Small Cause Courts Act,S.43 the Presidency Small Cause Courts Act,,
statute:S.41 that Act,Statute,,41,that Act,S.41 that Act,,
statute:S.16 that Act,Statute,,16,that Act,S.16 that Act,,
statute:S.38 that Act,Statute,,38,that Act,S.38 that Act,,
statute:S.6 the West Bengal Act,Statute,,6,the West Bengal Act,S.6 the West Bengal Act,,
caseno:96/1952,CaseNumber,,,,,,96/1952
caseno:1038/1950,CaseNumber,,,,,,1038/1950
caseno:6571/1949,CaseNumber,,,,,,6571/1949
0000554586,Case,candidate,,,,,
0000554818,Case,candidate,,,,,
caseno:10988/1993,CaseNumber,,,,,,10988/1993
0000554839,Case,candidate,,,,,
"statute:S.16 the Indian Criminal Law Amendment Act, 1908",Statute,,16,"the Indian Criminal Law Amendment Act, 1908","S.16 the Indian Criminal Law Amendment Act, 1908",,
statute:S.17E,Statute,,17E,,S.17E,,
statute:S.17F,Statute,,17F,,S.17F,,
statute:S.6 the amending Act,Statute,,6,the amending Act,S.6 the amending Act,,
statute:S.17B (1),Statute,,17B (1),,S.17B (1),,
statute:S.17E (1),Statute,,17E (1),,S.17E (1),,
statute:S.4 (1) the East Punjab Public Safety Act,Statute,,4 (1),the East Punjab Public Safety Act,S.4 (1) the East Punjab Public Safety Act,,
0000554974,Case,candidate,,,,,
caseno:985/1897,CaseNumber,,,,,,985/1897
caseno:479/1904,CaseNumber,,,,,,479/1904
caseno:728/1904,CaseNumber,,,,,,728/1904
0000555804,Case,candidate,,,,,
statute:S.48 the Indian Evidence Act,Statute,,48,the Indian Evidence Act,S.48 the Indian Evidence Act,,
caseno:78/1891,CaseNumber,,,,,,78/1891
caseno:5/1875,CaseNumber,,,,,,5/1875
0000556016,Case,candidate,,,,,
0000556997,Case,candidate,,,,,
statute:S.20(3) the Act,Statute,,20(3),the Act,S.20(3) the Act,,
statute:S.20(4) the Act,Statute,,20(4),the Act,S.20(4) the Act,,
caseno:125/1966,CaseNumber,,,,,,125/1966
caseno:1018/1966,CaseNumber,,,,,,1018/1966
0000557648,Case,candidate,,,,,
0000557865,Case,candidate,,,,,
statute:S.566,Statute,,566,,S.566,,
statute:S.564,Statute,,564,,S.564,,
0000557981,Case,candidate,,,,,
0000557996,Case,candidate,,,,,
statute:S.44B the Act,Statute,,44B,the Act,S.44B the Act,,
statute:S.6 the Act on the same day was in excess of its power under the Act,Statute,,6,the Act on the same day was in excess of its power under the Act,S.6 the Act on the same day was in excess of its power under the Act,,
statute:S.40(1) the Act,Statute,,40(1),the Act,S.40(1) the Act,,
caseno:9954/2006,CaseNumber,,,,,,9954/2006
caseno:4844/2007,CaseNumber,,,,,,4844/2007
caseno:10182/2006,CaseNumber,,,,,,10182/2006
0000558127,Case,candidate,,,,,
caseno:376/1974,CaseNumber,,,,,,376/1974
caseno:423/1974,CaseNumber,,,,,,423/1974
0000559427,Case,candidate,,,,,
caseno:50/1961,CaseNumber,,,,,,50/1961
caseno:89/1958,CaseNumber,,,,,,89/1958
0000560037,Case,candidate,,,,,
statute:S.713,Statute,,713,,S.713,,
statute:S.13(5) the Act,Statute,,13(5),the Act,S.13(5) the Act,,
statute:S.9 the Act and was submitting periodical returns as required by the certificate and the Act,Statute,,9,the Act and was submitting periodical returns as required by the certificate and the Act,S.9 the Act and was submitting periodical returns as required by the certificate and the Act,,
caseno:237/1960,CaseNumber,,,,,,237/1960
caseno:238/1960,CaseNumber,,,,,,238/1960
0000560640,Case,candidate,,,,,
caseno:1/1877,CaseNumber,,,,,,1/1877
0000561692,Case,candidate,,,,,
caseno:916/1992,CaseNumber,,,,,,916/1992
0000562455,Case,candidate,,,,,
caseno:768/1957,CaseNumber,,,,,,768/1957
0000563197,Case,candidate,,,,,
"statute:S.73 the Representation of People Act, 1951",Statute,,73,"the Representation of People Act, 1951","S.73 the Representation of People Act, 1951",,
statute:S.2155,Statute,,2155,,S.2155,,
statute:S.2159,Statute,,2159,,S.2159,,
"statute:S.50 the Government of India Act, 1935",Statute,,50,"the Government of India Act, 1935","S.50 the Government of India Act, 1935",,
statute:S.55 the Canadian Act,Statute,,55,the Canadian Act,S.55 the Canadian Act,,
statute:S.2322,Statute,,2322,,S.2322,,
statute:S.2328,Statute,,2328,,S.2328,,
statute:S.93 the Government of India Act,Statute,,93,the Government of India Act,S.93 the Government of India Act,,
caseno:26572/2004,CaseNumber,,,,,,26572/2004
caseno:257/2005,CaseNumber,,,,,,257/2005
caseno:353/2005,CaseNumber,,,,,,353/2005
caseno:258/2005,CaseNumber,,,,,,258/2005
caseno:1/2002,CaseNumber,,,,,,1/2002
0000563571,Case,candidate,,,,,
statute:S.202 the City of Bombay Municipal Act under powers purporting to be conferred by the impugned Act,Statute,,202,the City of Bombay Municipal Act under powers purporting to be conferred by the impugned Act,S.202 the City of Bombay Municipal Act under powers purporting to be conferred by the impugned Act,,
statute:S.99 (1) the Act,Statute,,99 (1),the Act,S.99 (1) the Act,,
statute:S.143 (2) the Government of India Act,Statute,,143 (2),the Government of India Act,S.143 (2) the Government of India Act,,
statute:S.226 the Constitution Act,Statute,,226,the Constitution Act,S.226 the Constitution Act,,
statute:S.22 the impugned Act,Statute,,22,the impugned Act,S.22 the impugned Act,,
statute:S.24 the impugned Act,Statute,,24,the impugned Act,S.24 the impugned Act,,
statute:S.226(1) the Constitution Act,Statute,,226(1),the Constitution Act,S.226(1) the Constitution Act,,
0000564674,Case,candidate,,,,,
"statute:S.208 the Indian Companies Act, 1956",Statute,,208,"the Indian Companies Act, 1956","S.208 the Indian Companies Act, 1956",,
0000564691,Case,candidate,,,,,
caseno:213/1988,CaseNumber,,,,,,213/1988
caseno:3858/1988,CaseNumber,,,,,,3858/1988
0000565925,Case,candidate,,,,,
statute:S.28(1) the Act,Statute,,28(1),the Act,S.28(1) the Act,,
statute:S.25(3) the Act,Statute,,25(3),the Act,S.25(3) the Act,,
statute:S.25(3),Statute,,25(3),,S.25(3),,
0000567012,Case,candidate,,,,,
caseno:33/1956,CaseNumber,,,,,,33/1956
caseno:352/1955,CaseNumber,,,,,,352/1955
0000568250,Case,candidate,,,,,
statute:S.3 the Indian Act,Statute,,3,the Indian Act,S.3 the Indian Act,,
statute:S.3 (9) the Cochin Act,Statute,,3 (9),the Cochin Act,S.3 (9) the Cochin Act,,
statute:S.109 the Cochin Act,Statute,,109,the Cochin Act,S.109 the Cochin Act,,
statute:S.43 the Cochin Act,Statute,,43,the Cochin Act,S.43 the Cochin Act,,
0000569229,Case,candidate,,,,,
0000570453,Case,candidate,,,,,
statute:S.11(5),Statute,,11(5),,S.11(5),,
statute:S.68B the Amending Act,Statute,,68B,the Amending Act,S.68B the Amending Act,,
statute:S.68B the latter excluding the operation of the General Clauses Act,Statute,,68B,the latter excluding the operation of the General Clauses Act,S.68B the latter excluding the operation of the General Clauses Act,,
statute:S.1574,Statute,,1574,,S.1574,,
statute:S.13 the Bombay Prohibition Act,Statute,,13,the Bombay Prohibition Act,S.13 the Bombay Prohibition Act,,
"statute:S.3 the Road Transport Corporation Act, 1950",Statute,,3,"the Road Transport Corporation Act, 1950","S.3 the Road Transport Corporation Act, 1950",,
"statute:S.3 the Delhi Road Transport Authority Act, 1950",Statute,,3,"the Delhi Road Transport Authority Act, 1950","S.3 the Delhi Road Transport Authority Act, 1950",,
statute:S.68G,Statute,,68G,,S.68G,,
caseno:429/1958,CaseNumber,,,,,,429/1958
0000570928,Case,candidate,,,,,
statute:S.3(5) the Tariff Act,Statute,,3(5),the Tariff Act,S.3(5) the Tariff Act,,
statute:S.2684,Statute,,2684,,S.2684,,
statute:S.2 (15) the Customs Act,Statute,,2 (15),the Customs Act,S.2 (15) the Customs Act,,
statute:S.12 (1) the Act,Statute,,12 (1),the Act,S.12 (1) the Act,,
"statute:S.2 the Customs Tariff Act, 1975",Statute,,2,"the Customs Tariff Act, 1975","S.2 the Customs Tariff Act, 1975",,
statute:S.3 (1) the Tariff Act,Statute,,3 (1),the Tariff Act,S.3 (1) the Tariff Act,,
statute:S.12 the Customs Act,Statute,,12,the Customs Act,S.12 the Customs Act,,
statute:S.3 (5) the Tariff Act,Statute,,3 (5),the Tariff Act,S.3 (5) the Tariff Act,,
statute:S.3 (5) the Tariff Act refers not merely to any other duty imposed under the Tariff Act,Statute,,3 (5),the Tariff Act refers not merely to any other duty imposed under the Tariff Act,S.3 (5) the Tariff Act refers not merely to any other duty imposed under the Tariff Act,,
"statute:S.2 the Tariff Act, 1975",Statute,,2,"the Tariff Act, 1975","S.2 the Tariff Act, 1975",,
caseno:3761/1982,CaseNumber,,,,,,3761/1982
0000571237,Case,candidate,,,,,
caseno:354/1954,CaseNumber,,,,,,354/1954
caseno:263/1955,CaseNumber,,,,,,263/1955
caseno:240/1955,CaseNumber,,,,,,240/1955
0000571954,Case,candidate,,,,,
statute:S.107 the Constitution Act,Statute,,107,the Constitution Act,S.107 the Constitution Act,,
statute:S.311 the Constitution Act as meaning any law passed by any legislature in British India before the commencement of Part III of the Act,Statute,,311,the Constitution Act as meaning any law passed by any legislature in British India before the commencement of Part III of the Act,S.311 the Constitution Act as meaning any law passed by any legislature in British India before the commencement of Part III of the Act,,
statute:S.104 the Constitution Act,Statute,,104,the Constitution Act,S.104 the Constitution Act,,
0000572135,Case,candidate,,,,,
0000572147,Case,candidate,,,,,
0000572376,Case,candidate,,,,,
statute:S.3994,Statute,,3994,,S.3994,,
0000572484,Case,candidate,,,,,
statute:S.734,Statute,,734,,S.734,,
0000573333,Case,candidate,,,,,
statute:S.233 (2),Statute,,233 (2),,S.233 (2),,
caseno:480/1999,CaseNumber,,,,,,480/1999
caseno:479/1999,CaseNumber,,,,,,479/1999
0000573542,Case,candidate,,,,,
statute:S.2l the Act,Statute,,2l,the Act,S.2l the Act,,
caseno:1594/1986,CaseNumber,,,,,,1594/1986
0000573863,Case,candidate,,,,,
"statute:S.138 the Negotiable Instruments Act, 1981",Statute,,138,"the Negotiable Instruments Act, 1981","S.138 the Negotiable Instruments Act, 1981",,
caseno:433/1991,CaseNumber,,,,,,433/1991
caseno:448/1991,CaseNumber,,,,,,448/1991
caseno:569/1991,CaseNumber,,,,,,569/1991
caseno:68/1991,CaseNumber,,,,,,68/1991
caseno:1567/1989,CaseNumber,,,,,,1567/1989
caseno:68/1989,CaseNumber,,,,,,68/1989
caseno:67/1991,CaseNumber,,,,,,67/1991
0000574042,Case,candidate,,,,,
"statute:S.5 the Bengal Cess Act, 1880",Statute,,5,"the Bengal Cess Act, 1880","S.5 the Bengal Cess Act, 1880",,
statute:S.5 the Bengal Cess Act,Statute,,5,the Bengal Cess Act,S.5 the Bengal Cess Act,,
statute:S.5 the Bengal Cess Act 1880,Statute,,5,the Bengal Cess Act 1880,S.5 the Bengal Cess Act 1880,,
caseno:3250/1983,CaseNumber,,,,,,3250/1983
caseno:1266/1980,CaseNumber,,,,,,1266/1980
caseno:3249/1983,CaseNumber,,,,,,3249/1983
caseno:60/1968,CaseNumber,,,,,,60/1968
caseno:1242/1971,CaseNumber,,,,,,1242/1971
caseno:1372/1974,CaseNumber,,,,,,1372/1974
0000576325,Case,candidate,,,,,
0000578327,Case,candidate,,,,,
statute:S.80J the Act,Statute,,80J,the Act,S.80J the Act,,
statute:S.80C,Statute,,80C,,S.80C,,
statute:S.80B,Statute,,80B,,S.80B,,
statute:S.2(45),Statute,,2(45),,S.2(45),,
0000579074,Case,candidate,,,,,
statute:S.2459,Statute,,2459,,S.2459,,
statute:S.5 (8) the Act,Statute,,5 (8),the Act,S.5 (8) the Act,,
statute:S.1161,Statute,,1161,,S.1161,,
caseno:163/1964,CaseNumber,,,,,,163/1964
0000581086,Case,candidate,,,,,
statute:S.652,Statute,,652,,S.652,,
0000581229,Case,candidate,,,,,
0000583481,Case,candidate,,,,,
"statute:S.256(1) the Income Tax Act, 1961",Statute,,256(1),"the Income Tax Act, 1961","S.256(1) the Income Tax Act, 1961",,
"statute:S.80J the Income Tax Act, 1961",Statute,,80J,"the Income Tax Act, 1961","S.80J the Income Tax Act, 1961",,
court:High court of Madras,Court,,,,,High court of Madras,
caseno:3702/2003,CaseNumber,,,,,,3702/2003
caseno:44/1986,CaseNumber,,,,,,44/1986
0000585059,Case,candidate,,,,,
statute:S.20 the Indian Limitation Act,Statute,,20,the Indian Limitation Act,S.20 the Indian Limitation Act,,
0000585632,Case,candidate,,,,,
statute:S.1250,Statute,,1250,,S.1250,,
0000586137,Case,candidate,,,,,
caseno:79/1959,CaseNumber,,,,,,79/1959
caseno:195/1959,CaseNumber,,,,,,195/1959
caseno:99/1961,CaseNumber,,,,,,99/1961
caseno:1384/1959,CaseNumber,,,,,,1384/1959
0000586923,Case,candidate,,,,,
statute:S.17 the principal Act,Statute,,17,the principal Act,S.17 the principal Act,,
statute:S.17 the Principal Act,Statute,,17,the Principal Act,S.17 the Principal Act,,
statute:S.14 the Principal Act,Statute,,14,the Principal Act,S.14 the Principal Act,,
caseno:491/1992,CaseNumber,,,,,,491/1992
caseno:1151/1991,CaseNumber,,,,,,1151/1991
caseno:7/1991,CaseNumber,,,,,,7/1991
0000586994,Case,candidate,,,,,
0000587105,Case,candidate,,,,,
0000587260,Case,candidate,,,,,
caseno:336/1890,CaseNumber,,,,,,336/1890
caseno:127/1901,CaseNumber,,,,,,127/1901
caseno:10/1902,CaseNumber,,,,,,10/1902
0000587295,Case,candidate,,,,,
0000587550,Case,candidate,,,,,
0000587577,Case,candidate,,,,,
statute:S.126 the Transfer of Property Act,Statute,,126,the Transfer of Property Act,S.126 the Transfer of Property Act,,
statute:S.86 the Trusts Act,Statute,,86,the Trusts Act,S.86 the Trusts Act,,
statute:S.11 the Rent Recovery Act,Statute,,11,the Rent Recovery Act,S.11 the Rent Recovery Act,,
statute:S.96 the Trusts Act,Statute,,96,the Trusts Act,S.96 the Trusts Act,,
statute:S.91 the Trusts Act,Statute,,91,the Trusts Act,S.91 the Trusts Act,,
statute:S.12 the Specific Relief Act,Statute,,12,the Specific Relief Act,S.12 the Specific Relief Act,,
statute:S.26 the Specific Relief Act,Statute,,26,the Specific Relief Act,S.26 the Specific Relief Act,,
statute:S.36 the Specific Relief Act,Statute,,36,the Specific Relief Act,S.36 the Specific Relief Act,,
0000587965,Case,candidate,,,,,
statute:S.5 the Act showed what interests were saved by the Act,Statute,,5,the Act showed what interests were saved by the Act,S.5 the Act showed what interests were saved by the Act,,
caseno:229/1961,CaseNumber,,,,,,229/1961
caseno:281/1961,CaseNumber,,,,,,281/1961
caseno:282/1961,CaseNumber,,,,,,282/1961
caseno:283/1961,CaseNumber,,,,,,283/1961
0000588726,Case,candidate,,,,,
caseno:552/2009,CaseNumber,,,,,,552/2009
caseno:129/2006,CaseNumber,,,,,,129/2006
caseno:5331/2008,CaseNumber,,,,,,5331/2008
0000588869,Case,candidate,,,,,
statute:S.1(5),Statute,,1(5),,S.1(5),,
"statute:S.52 the Finance Act, 1920",Statute,,52,"the Finance Act, 1920","S.52 the Finance Act, 1920",,
caseno:10/1959,CaseNumber,,,,,,10/1959
0000588947,Case,candidate,,,,,
"statute:S.86 the Bombay District Municipal Act, 1901",Statute,,86,"the Bombay District Municipal Act, 1901","S.86 the Bombay District Municipal Act, 1901",,
"statute:S.111 the Bombay Municipal Boroughs Act, 1925",Statute,,111,"the Bombay Municipal Boroughs Act, 1925","S.111 the Bombay Municipal Boroughs Act, 1925",,
statute:S.82 the Bombay Municipal Boroughs Act,Statute,,82,the Bombay Municipal Boroughs Act,S.82 the Bombay Municipal Boroughs Act,,
statute:S.82(5),Statute,,82(5),,S.82(5),,
statute:S.82(3),Statute,,82(3),,S.82(3),,
statute:S.81(6) the Act,Statute,,81(6),the Act,S.81(6) the Act,,
caseno:186/1949,CaseNumber,,,,,,186/1949
caseno:191/1950,CaseNumber,,,,,,191/1950
caseno:20/1951,CaseNumber,,,,,,20/1951
0000590011,Case,candidate,,,,,
caseno:1013/1963,CaseNumber,,,,,,1013/1963
caseno:40/1955,CaseNumber,,,,,,40/1955
0000590173,Case,candidate,,,,,
"statute:S.11(1) CRPF Act, 1949",Statute,,11(1),"CRPF Act, 1949","S.11(1) CRPF Act, 1949",,
"statute:S.11(1) the Central Reserve Police Force Act, 1949",Statute,,11(1),"the Central Reserve Police Force Act, 1949","S.11(1) the Central Reserve Police Force Act, 1949",,
0000590653,Case,candidate,,,,,
